handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_25f21824-5dc5-27b9-da6f-aa789745acde,Product,Accessories and clothes,<p><strong>Officially available on our website is a sufficient quantity of modern clothes of excellent high quality and accessories now.</strong></p>,7cda15_70747f8310cc4e9dac3b6beb2ce6b2fe~mv2.jpg,,,,1.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,Good place good quality,"<p>Available online, locally made at a price that suits every customer. If you order the product, please contact us on our official Instagram account and wait, or send your name and email at the bottom of the site. Thank you.&nbsp;</p>

<p>&nbsp;</p>
",,,,,,,,,,,Thank you very much for visiting and browsing the site. Welcome. Do not forget to come back later.,500,false,,,,
